,State Abbreviation,population_2019,FIPS Code,Alt FIPS Code,State,P_1a_foreignBorn,P_1b_hateCrimes,P_2a_freedomIndex,P_3a_stateEqualityRanking,P_3b_verticalLegalRestriction ,P_3c_giniCoefficient,P_4a_empLawEnforcement,P_4b_cultural tightness ,P_4c_horizontalLegalRestriction,P_5a_republican,P_6a_politicsFriendsFamily,P_6b_politicsNeighbors,P_6c_politicsPost,P_6d_politicsMedia,P_6e_politicsVote,P_6f_politicsMeetings,P_6g_politicsOfficial,P_6h_politicsBoycott,P_6i_politicsGroup,P_6j_politicsDonate,E_1a_occupationArtistic,E_1b_occupationEnterprising,E_1c_occupationSocial,E_1d_occupationsConventional,E_1e_occupationsInvestigative,E_1f_occupationsRealistic,E_2a_gdp,E_3a_entrepreneursRates,E_3b_startUpSurvival,E_3c_opportunitySharesEntrepreneurs,E_3d_kauffmanIndex,E_3e_economicFreedomIndex,S_1a_lgbtqEquality,S_1b_lgbtqTravelIndex,S_2a_collectivism,S_3a_volunteersRatio,S_3b_volunteersHours,S_3c_neighborsFavours,S_3d_neighborhoodPositive,S_4a_donateNonPolitical,S_4b_nonProfit,S_4c_charitableContributions,S_5a_violentCrimes,S_6a_religiousVery,S_6b_religiousModerately,S_6c_religiousNon,S_6d_religiousAdherents,S_6e_religiousCongregations,S_7a_trustNeighbours,S_7b_trustGeneral,S_8a_educBachelor,S_9a_urbanPop,S_9b_fiveThirtyEightUrbanIndex,H_1a_wellBeing,H_2a_depression,SEIA Ranking 2017,Creativity Index ,population_2019_log,health,education,diversity,monetary,infrastructure,atmosphere,sustainability score,staff welfare (PC1),financial benefits (PC2),pca-one-rank,pca-two-rank,welfare premium,total reviews,total reviews_log,total_reviews_state_population_interaction,E_2a_gdp_log,P_3c_giniCoefficient_log,FIPS Code_log,Alt FIPS Code_log,P_1a_foreignBorn_log,P_1b_hateCrimes_log,P_2a_freedomIndex_log,P_3a_stateEqualityRanking_log,P_3b_verticalLegalRestriction _log,P_4a_empLawEnforcement_log,P_4b_cultural tightness _log,P_4c_horizontalLegalRestriction_log,P_5a_republican_log,P_6a_politicsFriendsFamily_log,P_6b_politicsNeighbors_log,P_6c_politicsPost_log,P_6d_politicsMedia_log,P_6e_politicsVote_log,P_6f_politicsMeetings_log,P_6g_politicsOfficial_log,P_6h_politicsBoycott_log,P_6i_politicsGroup_log,P_6j_politicsDonate_log,E_1a_occupationArtistic_log,E_1b_occupationEnterprising_log,E_1c_occupationSocial_log,E_1d_occupationsConventional_log,E_1e_occupationsInvestigative_log,E_1f_occupationsRealistic_log,E_3d_kauffmanIndex_log,E_3e_economicFreedomIndex_log,S_1a_lgbtqEquality_log,S_1b_lgbtqTravelIndex_log,S_2a_collectivism_log,S_3b_volunteersHours_log,S_3c_neighborsFavours_log,S_3d_neighborhoodPositive_log,S_4a_donateNonPolitical_log,S_4b_nonProfit_log,S_4c_charitableContributions_log,S_5a_violentCrimes_log,S_6a_religiousVery_log,S_6b_religiousModerately_log,S_6c_religiousNon_log,S_6d_religiousAdherents_log,S_6e_religiousCongregations_log,S_7a_trustNeighbours_log,S_7b_trustGeneral_log,S_8a_educBachelor_log,S_9a_urbanPop_log,S_9b_fiveThirtyEightUrbanIndex_log,H_1a_wellBeing_log,SEIA Ranking 2017_log,Creativity Index _log,population_2019_log_log,health_log,education_log,diversity_log,monetary_log,infrastructure_log,atmosphere_log,sustainability score_log,PCA1_log,PCA2_log,pca-one-rank_log,pca-two-rank_log,rank-diff_log,total reviews_log_log,total_reviews_state_population_interaction_log,E_2a_gdp_log_log,P_3c_giniCoefficient_log_log,S_9a_urbanPop_log scaled,P_3c_giniCoefficient_log scaled,E_2a_gdp_log scaled,Creativity Index _log scaled,sustainability score scaled,rank-diff scaled,PCA2 scaled,welfare x urban,financial x urban,welfare x financial,welfare premium x welfare,welfare premium x financial,welfare premium x urban
10,HI,1415872,15,15,Hawaii,19.3,41,-0.603664264229246,13.0,0.38,0.4397,3532,36.49,85.6,0.339547141694148,3.45478984479761,5.045962198919,5.34680626602275,2.02713500869823,0.462258461301564,0.104895662527142,0.089832872910453,0.104421797077432,0.261923180565816,0.052728349278569,0.014053,0.198942,0.018402,0.126644,0.030441,0.335725,58981.0,0.34%,76.62%,88.39%,0.63,-0.582223513313282,29.75,21.0,91.0,21.96%,29,4.886333494,0.170719881,0.466454512,4.2,3.2,285.5,28.0,27.0,44.0,41,5.2,61.8,,33.0,91.9,11.08621,65.2,11.76%,13.0,58,14.163256153669659,1.77066722398979,8.797073684528607,2.214509164608676,9.384217365977435,3.941286279799484,4.358165276296913,-1.9760688747820498,32.52855307225986,26.861870865220006,48.0,30.0,40.476190476190474,601,6.398594934535208,90.62493908139528,10.984970637125501,-0.8216626027953726,2.70805020110221,2.70805020110221,2.9601050959108397,3.713572066704308,,2.5649493574615367,-0.9675840262617056,8.16961956172385,3.5970382504483562,4.449685283147696,-1.0801424853810542,1.2397616289724143,1.6185883588945318,1.6764994230346615,0.7066234704310324,-0.771631104281967,-2.2547891130797404,-2.409804302615409,-2.25931684105941,-1.3397040221609888,-2.9426020310963033,-4.264919382863529,-1.6147419540260064,-3.9952959246219675,-2.066375278311227,-3.4919648950170816,-1.0914629065148982,-0.4620354595965587,,3.392829131991639,3.044522437723423,4.51085950651685,3.367295829986474,1.5864422255206079,-1.7677311884767344,-0.7625947725594575,1.4350845252893227,1.1631508098056809,5.654242029096065,3.332204510175204,3.295836866004329,3.784189633918261,3.713572066704308,1.6486586255873816,4.123903364463645,,3.4965075614664802,4.520701029361642,2.4057019936289525,4.177459468932607,2.5649493574615367,4.060443010546419,2.6506510161853254,0.5713564382592434,2.1744191303328333,0.795030782827588,2.2390292745502363,1.3715071369852856,1.472051160607549,,,-1.3504324307474713,3.871201010907891,3.4011973816621555,,1.856078424783994,4.50672944096932,2.3965280328357776,,96.30573668259466,-14.867847715351235,68.14896013280887,51.06587267242211,34.209484526301104,40.476190476190474,26.861870865220006,38.0812255880757,38.0812255880757,873.7777920594998,22.420935878513674,22.56980065247422,42.67186017831108
11,ID,1792065,16,16,Idaho,5.8,24,0.147305532724748,42.0,0.88,0.4337,5755,45.5,43.2,0.638375648319036,3.62771266683418,4.98918566008796,5.22446305863761,2.53180688557306,0.40068353126836,0.107608969568624,0.10636921119445,0.146606273062463,0.305523883668878,0.10069522363281,0.010536,0.195806,0.015786,0.140607,0.036817,0.339906,40566.0,0.38%,78.81%,87.21%,3.37,0.145971816198453,2.75,18.0,42.0,34.08%,27,4.398582826,0.22046861,0.49735542,3.9,5.2,223.8,39.0,24.0,37.0,51,5.4,63.8,,27.6,70.6,9.593634,62.7,19.14%,17.0,115,14.398879144180617,9.156700292772001,13.795377277986153,4.481621268434703,16.63403929083702,9.66248468155905,8.983100757448923,6.1580847533149425,100.00000000000003,87.96899271464233,10.0,4.0,54.761904761904766,1209,7.097548850614793,102.19674811992044,10.610685556318733,-0.8354022281408165,2.772588722239781,2.772588722239781,1.7578579175523736,3.1780538303479458,-1.9152463952905825,3.7376696182833684,-0.12783337150988489,8.657824321155983,3.817712325956905,3.765840495250065,-0.4488283784377372,1.288602330338712,1.6072727020746267,1.6533520286731955,0.9289332318523537,-0.91458336208893,-2.229251274425533,-2.2408391124229423,-1.9200047001144862,-1.1857273244774376,-2.2956569120328845,-4.552957314541157,-1.6306309058414403,-4.148631807695926,-1.9617865142161515,-3.301795583954577,-1.079086170185204,1.2149127443642704,-1.924341715644992,1.0116009116784799,2.8903717578961645,3.7376696182833684,3.295836866004329,1.4812824040437016,-1.5119999525057815,-0.6984503776849762,1.3609765531356006,1.6486586255873816,5.4107527958778245,3.6635616461296463,3.1780538303479458,3.6109179126442243,3.9318256327243257,1.6863989535702288,4.155753190350744,,3.3178157727231046,4.257030144499196,2.2610997535091597,4.138361447638875,2.833213344056216,4.74493212836325,2.6671503663428027,2.2144858837408847,2.6243335561887986,1.4999848712360053,2.8114511555236037,2.268250828562638,2.1953451186429125,1.8177658125311675,1.941079498969828,2.0138471511535085,2.302585092994046,1.3862943611198906,,1.9597494921331018,4.6268998584759045,2.361861564706133,,66.94494205423274,-7.5461855294417965,19.23212038696729,79.54793686180818,99.99999999999999,54.761904761904766,87.96899271464233,81.37889412453472,81.37889412453472,8796.899271464235,93.25409371164665,100.0,40.131565564537794
12,IL,12671821,17,17,Illinois,13.9,65,-0.022896710225656,36.0,0.75,0.48,39998,45.95,80.6,0.405534508181737,3.26776009634544,4.76139547564126,4.96733346736831,1.85473821404937,0.462331467591974,0.119800600701567,0.103005933642512,0.159563063332417,0.290302283472789,0.070229394445822,0.012206,0.224921,0.015106,0.135147,0.039208,0.313791,61713.0,0.27%,78.90%,83.75%,-0.53,-0.120854031095861,30.0,21.0,52.0,24.85%,19,4.327169622,0.221885427,0.516568859,4.2,3.3,406.9,35.0,29.0,36.0,55,5.2,61.8,39.6,34.7,88.5,11.62372,61.6,16.80%,33.0,143,16.354891267305263,4.809333350919079,9.887758548709842,2.744667767543882,9.187907559701618,6.8266572985673095,5.513794572235951,-0.05534672021249437,57.86947997960601,25.807833843401017,22.0,33.0,75.0,25346,10.14037620564201,165.8447502528446,11.030249884620584,-0.7339691750802004,2.833213344056216,2.833213344056216,2.631888840136646,4.174387269895637,,3.58351893845611,-0.2876820724517809,10.596584731846031,3.827553848801696,4.389498649512583,-0.9025493087226213,1.1841047643720997,1.5605407924297616,1.602883170446712,0.6177435615987117,-0.7714731828331597,-2.121926579109962,-2.2729686842320604,-1.8353160535054007,-1.236832542075534,-2.6559883312914683,-4.4058276448598335,-1.4920060495427663,-4.192663263090881,-2.0013922040643184,-3.2388744713748907,-1.1590281197828403,,,3.4011973816621555,3.044522437723423,3.9512437185814275,2.9444389791664403,1.4649136613064004,-1.5055941249271065,-0.6605466808187284,1.4350845252893227,1.1939224684724346,6.008567455007644,3.5553480614894135,3.367295829986474,3.58351893845611,4.007333185232471,1.6486586255873816,4.123903364463645,3.6788291182604347,3.5467396869528134,4.483002552013883,2.4530478378842595,4.120661870539474,3.4965075614664802,4.962844630259907,2.794527012683641,1.5705584780297699,2.2912974817996634,1.009660035776395,2.2178882237947004,1.9208351392220766,1.7072530562376553,,,-2.0071813565258507,3.091042453358316,3.4965075614664802,2.3978952727983707,2.3165250986229338,5.1110521113065746,2.4006414880061238,,92.10786230679116,-61.59849993563655,74.06668917708465,88.61542632969943,49.74463500518972,75.0,25.807833843401017,64.7948213355697,64.7948213355697,1493.4859239176938,73.90948962411599,40.17951152719401,75.62192930167873
13,IN,6732219,18,18,Indiana,5.3,75,0.341682997575662,32.0,1.0,0.4584,11135,54.57,40.7,0.570211577657051,3.59051610124594,4.96940763270331,5.11065971467883,2.30961825049262,0.430922053123249,0.090032434987098,0.096981183133807,0.148004761960118,0.307215736495268,0.054114413200089,0.010889,0.181623,0.014638,0.12151,0.029759,0.341949,49321.0,0.25%,79.90%,90.32%,-0.01,0.207947822673151,6.5,15.0,57.0,26.90%,23,4.370668633,0.172307882,0.474694321,4.4,3.9,370.8,42.0,27.0,31.0,44,5.8,61.4,30.2,26.5,72.4,10.4105,60.5,20.06%,22.0,76,15.722415364958001,3.9173899328031516,8.739586217928247,2.5334607441442656,10.730387936918374,4.4027570088075345,4.142920579080705,-1.0395962364364497,41.25211059079009,39.03617603906192,37.0,17.0,38.0952380952381,5732,8.653819788948063,136.05894921533462,10.806105232822933,-0.7800131135816073,2.8903717578961645,2.8903717578961645,1.667706820558076,4.31748811353631,-1.0738718794375903,3.4657359027997265,0.0,9.317848579691468,3.9994842811981406,3.7062280924485496,-0.5617477981550684,1.278295952960336,1.6033006444141293,1.6313284985594545,0.8370822513498375,-0.8418280564561036,-2.4075852848307644,-2.3332383076081884,-1.9105108303294365,-1.1802050534500708,-2.916654710866045,-4.520002173618213,-1.7058221688522504,-4.224134391803101,-2.1077587150616166,-3.5146236717323482,-1.0730936758464606,,-1.5704680832825064,1.8718021769015913,2.70805020110221,4.04305126783455,3.1354942159291497,1.4749160026665453,-1.7584723907023372,-0.7450842168416968,1.4816045409242156,1.3609765531356006,5.9156628336917,3.7376696182833684,3.295836866004329,3.4339872044851463,3.784189633918261,1.7578579175523736,4.117409835153096,3.407841924380824,3.2771447329921766,4.282206299391671,2.342814912213112,4.102643365036796,3.091042453358316,4.330733340286331,2.755087424368592,1.3654255985682386,2.167862845060235,0.9295862511006454,2.3730797104082852,1.4822309376076463,1.4214009930058247,,,0.5307119555745823,3.6109179126442243,2.833213344056216,,2.158000817567851,4.9130882419364434,2.380111273744152,,69.74840635676811,-37.062302263559644,44.77231284704377,62.31283967458063,41.78384572240085,38.0952380952381,39.03617603906192,34.976349205910864,34.976349205910864,1610.3246510049325,26.76123956060347,30.869514228626233,29.08672118842742
14,IA,3155070,19,19,Iowa,5.6,10,0.042427399425724,24.0,0.63,0.4422,8384,49.02,57.3,0.528001976319458,3.57783560428928,4.91804681046796,5.04203258970918,1.80093195232281,0.481706636179407,0.106617796749898,0.113501617955986,0.12868504744217,0.294339106941149,0.059550535979415,0.011649,0.206234,0.013477,0.123805,0.034074,0.328271,55051.0,0.31%,81.40%,85.34%,1.15,-0.067082154078221,17.0,21.0,39.0,32.52%,19,4.339534797,0.206400551,0.494138714,7.8,3.2,266.6,37.0,30.0,32.0,54,9.5,68.2,,28.6,64.0,9.593525,62.6,17.88%,36.0,62,14.964521240716078,2.4215526985120777,8.800121575426283,2.0212814657452207,10.970711898649805,4.411685249033986,4.873903489752494,-1.2353801294657591,37.23246742234668,37.38373031419866,41.0,19.0,35.71428571428572,1852,7.524021415206125,112.5933782834547,10.916015307290108,-0.8159930105587911,2.9444389791664403,2.9444389791664403,1.7227665977411035,2.302585092994046,-3.1599609125790056,3.1780538303479458,-0.4620354595965587,9.034080406560824,3.8922283780999667,4.048300623720694,-0.6386552522536042,1.2747580377730787,1.5929114619406428,1.6178092923920384,0.5883042822056156,-0.7304199888591538,-2.2385048323114654,-2.1759381870434638,-2.050387352620169,-1.2230227513570822,-2.8209299827273773,-4.452534939564497,-1.5787438325340772,-4.306770750195115,-2.089047531825071,-3.3792206488587864,-1.1139157922172527,0.13976194237515863,,2.833213344056216,3.044522437723423,3.6635616461296463,2.9444389791664403,1.4677671527357579,-1.5779365758046493,-0.7049390036396238,2.0541237336955462,1.1631508098056809,5.585749407744609,3.6109179126442243,3.4011973816621555,3.4657359027997265,3.9889840465642745,2.2512917986064953,4.222444564849416,,3.353406717825807,4.1588830833596715,2.2610883917437206,4.136765278106052,3.58351893845611,4.127134385045092,2.70568214885947,0.8844089453796905,2.1747655367780796,0.7037316992562679,2.3952291672271078,1.4842567590989453,1.583895153971373,,,0.40849400130225405,3.713572066704308,2.9444389791664403,,2.018100757687541,4.723782906547011,2.390231005125258,,56.01587907862893,-17.889097425181856,59.13690757674939,53.8409467530854,40.20030995054707,35.71428571428572,37.38373031419866,25.352861734471578,25.352861734471578,1391.8885210491956,22.64400003990879,27.715099298977087,21.89993930493906
15,KS,2913314,20,20,Kansas,7.2,78,0.215951057718601,41.0,1.0,0.45,10298,60.36,50.1,0.562125128342647,3.6841295715816,5.06129323972017,5.22389961764057,2.1520224822423,0.452108383068342,0.108335022939772,0.125208359873611,0.180620872052235,0.335616395342787,0.077920312777552,0.012064,0.196084,0.013083,0.131849,0.037324,0.331939,53528.0,0.27%,76.33%,88.13%,-1.12,0.115075557777796,6.75,17.0,38.0,33.13%,18,4.440008056,0.196692618,0.567300015,4.5,4.2,410.8,44.0,27.0,29.0,51,6.2,62.9,,33.4,74.2,10.12044,61.8,19.24%,43.0,73,14.884801822785983,4.883011881308834,6.05400856106606,1.7347449535641504,11.515061054029589,3.649196356862066,4.085013323155907,-1.8997351134799951,36.40923075223637,38.76257454304762,43.0,18.0,32.142857142857146,3462,8.149601735736155,121.30520677106533,10.887960160462653,-0.7985076962177716,2.995732273553991,2.995732273553991,1.9740810260220096,4.356708826689592,-1.5327034816082554,3.713572066704308,0.0,9.239704980606087,4.100326633899648,3.914021008090819,-0.5760308055743745,1.3040342892136478,1.6216220316164869,1.6532441761770593,0.7664080893835823,-0.7938333423444367,-2.222526789075005,-2.0777760503918574,-1.7113550740666383,-1.0917864517600262,-2.5520686055702875,-4.417529467716537,-1.6292121401335524,-4.336441601453398,-2.026097950587788,-3.2881187276103616,-1.1028040618867394,,-2.162166342210014,1.9095425048844386,2.833213344056216,3.6375861597263857,2.8903717578961645,1.4906561908569018,-1.6261130835236963,-0.5668669882085793,1.5040773967762742,1.4350845252893227,6.018106478054404,3.784189633918261,3.295836866004329,3.367295829986474,3.9318256327243257,1.824549292051046,4.141546163706395,,3.5085558999826545,4.3067641501733345,2.3145571411750367,4.123903364463645,3.7612001156935624,4.290459441148391,2.7003406804917045,1.5857622182751774,1.8007206247158147,0.5508604017655628,2.4436558353888214,1.2945069671498879,1.4073249897891218,,,0.5114798536617611,3.7612001156935624,2.8903717578961645,,2.0979690592779114,4.798309739769616,2.3876576063107526,,72.4830200540314,-27.206787071052375,55.47026631376717,60.63701496013918,34.82688588527733,32.142857142857146,38.76257454304762,32.08054941169067,32.08054941169067,1411.315521088584,19.928992401418792,25.86359718957423,25.504131852227275
16,KY,4467673,21,21,Kentucky,4.4,146,-0.012176608725082,3.0,0.88,0.4764,9585,63.91,35.0,0.620865718692904,3.87021890930558,4.95770085965894,5.228002224651,2.81836864768362,0.475082505570889,0.070276235097289,0.094413755454783,0.112768582949903,0.213024070286227,0.06052915823661,0.008449,0.182484,0.016589,0.135867,0.027294,0.351178,42386.0,0.26%,79.82%,84.84%,-0.6,0.003673124184399,7.75,13.0,53.0,23.50%,18,4.465601676,0.169351321,0.427771904,3.4,3.8,217.1,45.0,30.0,26.0,52,5.2,54.3,29.7,24.2,58.4,9.789536,60.5,22.84%,39.0,40,15.312378249384595,3.7072337192263523,8.133265411192744,1.7696524938258857,9.264899654434751,3.6707214459862616,3.980112327693962,-2.139385603095191,35.57618104965976,27.60775240873137,45.0,27.0,40.476190476190474,4231,8.350193650720067,127.86132363543531,10.654573398016518,-0.7414974415009921,3.044522437723423,3.044522437723423,1.4816045409242156,4.983606621708336,,1.0986122886681098,-0.12783337150988489,9.167954655479745,4.157475843662191,3.5553480614894135,-0.47664045441948044,1.353311071153947,1.6009420969115624,1.65402922128809,1.0361582238287521,-0.7442667940921751,-2.6553215871424323,-2.3600685018826386,-2.182417498659731,-1.546350113618789,-2.8046300757238916,-4.773707187811429,-1.7010927810358147,-4.099015453871999,-1.9960788129190143,-3.601088381166215,-1.046462061552311,,-5.606712702642917,2.0476928433652555,2.5649493574615367,3.970291913552122,2.8903717578961645,1.496403959113358,-1.7757798993354343,-0.8491651600398873,1.2237754316221157,1.33500106673234,5.380358076884246,3.8066624897703196,3.4011973816621555,3.258096538021482,3.9512437185814275,1.6486586255873816,3.9945242269398897,3.391147045808654,3.186352633162641,4.067315889834181,2.2813140601178983,4.102643365036796,3.6635616461296463,3.6888794541139363,2.728661537212738,1.310285970259474,2.0959624925133165,0.5707831961384343,2.2262330290726005,1.3003882220351122,1.3813100419367677,,,-1.0572363912513272,3.8066624897703196,3.295836866004329,,2.1222847302968426,4.850946267509581,2.3659892270218337,,45.81951035479372,-57.586787665997434,24.968000947565372,35.6048568735142,32.88854909374604,40.476190476190474,27.60775240873137,19.815442922200067,19.815442922200067,982.1783980672075,24.52157255027266,23.196503008087436,20.30204852429937
17,LA,4648794,22,22,Louisiana,4.2,26,0.015878068703951,47.0,1.0,0.4978,16413,65.88,35.2,0.584608824140085,3.8637429050234,5.08177331116051,5.38692491347653,2.42051739343733,0.555981351569541,0.078097688430524,0.098953611790617,0.084295287605109,0.230766994478879,0.077112322994124,0.009499,0.192087,0.014851,0.130421,0.018517,0.361323,51729.0,0.36%,80.54%,72.70%,0.54,-0.02626475476897,-2.5,16.0,72.0,18.43%,12,4.460296633,0.191387599,0.476736704,3.2,5.1,549.3,52.0,31.0,17.0,61,4.5,53.8,,24.1,73.2,10.17518,61.0,20.76%,34.0,67,15.352118389086547,2.2040718042935588,7.8524039859373564,1.4026505721896392,9.577807269477129,3.2080868367076,2.901464859866997,-2.907232240077047,24.910893815649736,29.215953041570874,56.0,25.0,25.000000000000007,2633,7.87587915949631,120.9114292747268,10.853773831668242,-0.6975568890486454,3.091042453358316,3.091042453358316,1.4350845252893227,3.258096538021482,-4.142816448698339,3.8501476017100584,0.0,9.705828982731935,4.1878349053094395,3.5610460826040513,-0.5368123320978611,1.351636378169627,1.6256602776772902,1.683974705133932,0.883981316257904,-0.5870205256365967,-2.549794820135025,-2.313104106431275,-2.4734293158320737,-1.4663467594319055,-2.562492179872921,-4.656568749074092,-1.6498068845844867,-4.209688075933329,-2.036987599510822,-3.9890660499264583,-1.0179829838455576,-0.616186139423817,,,2.772588722239781,4.276666119016055,2.4849066497880004,1.49521527346156,-1.6534545930758957,-0.7407909237211333,1.1631508098056809,1.62924053973028,6.308644740348575,3.9512437185814275,3.4339872044851463,2.833213344056216,4.110873864173311,1.5040773967762742,3.9852734671677386,,3.1822118404966093,4.293195420967266,2.3199514215898756,4.110873864173311,3.5263605246161616,4.204692619390966,2.731253470314965,0.7903064698405434,2.0608197251591407,0.3383637125020682,2.259448679508434,1.165674758437042,1.0652157335522667,,,-0.6203250637772941,4.02535169073515,3.2188758248682006,,2.0638048177816124,4.795058288096578,2.384512838098541,,70.97208845536417,-81.00211910551141,51.00231593880107,57.06819836535393,26.67806569725762,25.000000000000007,29.215953041570874,21.49170692098687,21.49170692098687,727.7955039415809,10.605195511485883,15.161839736140353,19.423047867103108
18,ME,1344212,23,23,Maine,3.9,19,-0.05954913937242,20.0,0.38,0.449,2757,34.0,47.7,0.435512281104183,3.28894891289849,4.90493044064473,5.15771714091042,2.16270291900544,0.547399139836115,0.178433535576393,0.156378767723306,0.178427065937126,0.317725001960242,0.088613744043794,0.012402,0.195097,0.019599,0.133584,0.029021,0.355949,43541.0,0.37%,78.94%,88.40%,2.22,-0.30585273013898,35.0,17.0,45.0,31.58%,24,4.415201216,0.236974069,0.521459034,6.2,2.2,115.2,22.0,22.0,55.0,28,7.4,72.7,,31.8,38.7,9.037091,63.6,23.52%,38.0,87,14.111318525721124,3.131232738332536,10.727707152356068,2.389206829812841,11.539459593289488,8.235668754143397,4.174432176805248,0.4041693670587005,53.43927061937056,41.93689934759471,24.0,14.0,50.0,607,6.408528791059498,90.4327910518951,10.681458301911103,-0.8007323912398827,3.1354942159291497,3.1354942159291497,1.3609765531356006,2.9444389791664403,,2.995732273553991,-0.9675840262617056,7.921898411023797,3.5263605246161616,3.8649313978942956,-0.8312322830775873,1.190568034370716,1.5902409116007115,1.640494067047035,0.7713587907998718,-0.6025770537393889,-1.7235390968138942,-1.855474216331486,-1.7235753554495645,-1.1465690440443845,-2.423468308753898,-4.389897529054451,-1.6342584082011768,-3.932276734455414,-2.0130247855304924,-3.5397355731259954,-1.0329678168195415,0.7975071958841882,,3.5553480614894135,2.833213344056216,3.8066624897703196,3.1780538303479458,1.4850534085553289,-1.4398045573352094,-0.6511245617975119,1.824549292051046,0.7884573603642703,4.746669748261791,3.091042453358316,3.091042453358316,4.007333185232471,3.332204510175204,2.0014800002101243,4.286341384539473,,3.459466289786131,3.655839600035736,2.20133733058252,4.152613470346076,3.6375861597263857,4.465908118654584,2.646977207687498,1.1414267731276706,2.3728298481008343,0.8709614404910645,2.4457724309790643,2.1084745690929334,1.4289783434975953,-0.905921263478577,,0.7146576679442528,3.1780538303479458,2.6390573296152584,,1.857629726813914,4.504606934501412,2.3685093693333745,,0.0,-26.021276912729686,28.481698401279054,67.93755541374433,53.46128477998651,50.0,41.93689934759471,0.0,0.0,2241.0773131734186,45.500889458537976,43.52694201241036,0.0
19,MD,6045680,24,24,Maryland,15.4,18,-0.208895902590555,4.0,0.75,0.4558,20330,45.5,58.4,0.321502915677487,2.98849228074934,4.5461868889547,4.90552962986372,1.9332365461934,0.513376002263621,0.12604681484706,0.101348106027707,0.172662004505895,0.282092468165213,0.064527430394595,0.012122,0.228433,0.017238,0.126747,0.070183,0.321326,61926.0,0.30%,78.19%,85.56%,0.0,-0.322635321237297,26.75,22.0,63.0,27.92%,21,4.222410974,0.25703217,0.528453377,4.4,4.5,454.1,36.0,32.0,33.0,42,5.3,47.8,39.4,40.2,87.2,11.71105,62.0,16.12%,14.0,144,15.61485452536542,2.4288017539989744,7.335195206134753,1.3444529150645048,7.820600253009171,4.1081317580998915,3.362600596544392,-3.2554044278408094,28.90858219982549,12.590887410079477,51.0,51.0,61.904761904761905,6620,8.797850648931053,137.37715801895015,11.033695402793988,-0.7857011621705532,3.1780538303479458,3.1780538303479458,2.7343675094195836,2.8903717578961645,,1.3862943611198906,-0.2876820724517809,9.919852906622392,3.817712325956905,4.067315889834181,-1.134748666364289,1.0947690062938402,1.51428883522209,1.590363064734291,0.6591955653173459,-0.666746754404187,-2.071101894631694,-2.289194093701197,-1.7564193266864054,-1.2655203604968226,-2.740664868149647,-4.412733295453044,-1.4765123282744759,-4.0606390297569295,-2.0655623054300043,-2.656649162519274,-1.1352990948768809,-inf,,3.2865344733420154,3.091042453358316,4.143134726391533,3.044522437723423,1.440406285759377,-1.3585540268233898,-0.6378006951602184,1.4816045409242156,1.5040773967762742,6.118317438103905,3.58351893845611,3.4657359027997265,3.4965075614664802,3.7376696182833684,1.667706820558076,3.86702563949741,3.673765816303888,3.6938669956249757,4.468204330914934,2.460532840541109,4.127134385045092,2.6390573296152584,4.969813299576001,2.7482226743525744,0.8873980303858161,1.9926840242107995,0.2959871757078301,2.0567613103082465,1.4129683650913756,1.2127146616683706,,,,3.9318256327243257,3.9318256327243257,-inf,2.174507447211977,4.922730121564551,2.400953809139677,,90.4600219288973,-34.03121741093595,74.51699796301448,88.90539746526494,23.86198565329828,61.904761904761905,12.590887410079477,31.78904602160281,31.78904602160281,363.9847036630304,30.474754118203258,16.179765884592946,61.30141974162125
